"","age","job","marital","education","credit_in_default","housing_loan","personal_loan","last_contact_type","last_contact_month","last_contact_day","last_contact_duration","n_contacts_this_campaign","days_since_last_contact","n_contacts_prev_campaign","prev_campaign_outcome","registered","married_or_not","education_category"
"4388",34,"admin. - Loures","married","university.degree","no","no","no","telephone","aug","mon",199,1,999,0,"nonexistent","no","married","university"
"4389",33,"entrepreneur - Câmara de Lobos","","university.degree","no","yes","no","cellular","may","mon",9,3,999,1,"failure","no","not married","university"
"4390",29,"admin. - Câmara de Lobos","","high.school","no","yes","no","cellular","apr","thu",275,1,999,0,"nonexistent","no","not married","high school or less"
"4391",36,"admin. - Rio Tinto","married","university.degree","no","yes","no","cellular","nov","fri",189,1,999,0,"nonexistent","no","married","university"
"4392",48,"blue-collar - Torres Vedras","married","basic.4y","unknown","yes","no","cellular","may","thu",33,3,999,0,"nonexistent","no","married","high school or less"
"4393",48,"admin. - Odivelas","married","","no","yes","no","telephone","may","thu",178,1,999,0,"nonexistent","no","married","unknown"
"4394",32,"management - Chaves","married","university.degree","no","yes","no","cellular","aug","wed",78,3,999,0,"nonexistent","no","married","university"
"4395",29,"admin. - Rio Tinto","single","","no","no","yes","cellular","aug","mon",146,2,999,0,"nonexistent","no","not married","unknown"
"4396",35,"services - Agualva-Cacém","single","basic.4y","no","no","no","telephone","may","tue",329,1,999,0,"nonexistent","no","not married","high school or less"
"4397",35,"admin. - Vila Nova de Santo André","divorced","basic.9y","unknown","yes","no","telephone","jun","wed",NA,10,999,0,"nonexistent","no","not married","high school or less"
"4398",NA,"admin. - Montemor-o-Novo","married","high.school","no","yes","no","telephone","may","tue",67,1,999,0,"nonexistent","no","married","high school or less"
"4399",50,"","divorced","professional.course","no","no","no","telephone","may","mon",NA,2,999,0,"nonexistent","no","not married","unknown"
"4400",34,"technician - Entroncamento","married","","no","no","no","telephone","may","tue",162,1,999,0,"nonexistent","no","married","unknown"
"4401",NA,"admin. - Pinhel","single","university.degree","no","yes","no","cellular","apr","thu",NA,1,999,1,"failure","no","not married","university"
"4402",35,"technician - Torres Novas","single","professional.course","no","no","no","telephone","jun","fri",397,1,999,0,"nonexistent","no","not married","unknown"
"4403",39,"services - Ponte de Sor","single","high.school","unknown","no","no","telephone","may","wed",364,3,999,0,"nonexistent","no","not married","high school or less"
"4404",43,"blue-collar - Fátima","married","basic.4y","no","yes","no","cellular","jul","thu",377,11,999,0,"nonexistent","no","married","high school or less"
"4405",34,"admin. - Vendas Novas","","","no","yes","no","cellular","jul","wed",138,1,999,0,"nonexistent","no","not married","unknown"
"4406",36,"technician - Covilhã","single","university.degree","no","yes","no","cellular","aug","wed",NA,1,999,0,"nonexistent","no","not married","university"
"4407",NA,"entrepreneur - Santana","married","basic.9y","no","no","no","cellular","may","mon",238,2,999,1,"failure","no","married","high school or less"
"4408",29,"admin. - Covilhã","single","university.degree","no","yes","no","telephone","aug","fri",NA,1,999,0,"nonexistent","no","not married","university"
"4409",44,"blue-collar - Mirandela","","","no","no","yes","cellular","nov","fri",240,3,999,0,"nonexistent","no","not married","unknown"
"4410",43,"technician - Entroncamento","divorced","professional.course","no","no","no","telephone","may","thu",644,1,999,0,"nonexistent","no","not married","unknown"
"4411",43,"","married","basic.9y","unknown","no","no","cellular","may","mon",NA,6,999,0,"nonexistent","no","married","high school or less"
"4412",33,"blue-collar - Covilhã","married","high.school","no","no","no","telephone","jun","mon",283,1,999,0,"nonexistent","no","married","high school or less"
"4413",54,"admin. - Marco de Canaveses","","university.degree","no","yes","no","cellular","aug","thu",415,2,999,0,"nonexistent","no","not married","university"
"4414",48,"admin. - Ílhavo","married","university.degree","no","yes","no","cellular","nov","thu",111,2,999,1,"failure","no","married","university"
"4415",51,"admin. - Valpaços","","high.school","no","no","yes","cellular","nov","tue",118,2,999,1,"failure","no","not married","high school or less"
"4416",37,"management - Vendas Novas","married","university.degree","unknown","no","yes","cellular","may","thu",NA,1,999,0,"nonexistent","no","married","university"
"4417",38,"entrepreneur - Beja","divorced","university.degree","no","yes","no","cellular","jul","fri",113,2,999,0,"nonexistent","no","not married","university"
"4418",29,"services - Águeda","single","","no","no","no","telephone","jun","thu",NA,3,999,0,"nonexistent","no","not married","unknown"
"4419",32,"technician - Vila Real","single","basic.9y","no","yes","no","telephone","may","mon",194,3,999,0,"nonexistent","no","not married","high school or less"
"4420",33,"unemployed - Covilhã","single","university.degree","no","yes","no","telephone","aug","fri",145,1,999,0,"nonexistent","no","not married","university"
"4421",49,"unemployed - Abrantes","married","university.degree","no","yes","yes","telephone","may","thu",272,4,999,0,"nonexistent","no","married","university"
"4422",35,"technician - Gondomar","married","high.school","no","no","yes","cellular","nov","wed",470,2,999,1,"failure","no","married","high school or less"
"4423",NA,"self-employed - Valpaços","married","university.degree","unknown","yes","no","cellular","nov","wed",70,4,999,0,"nonexistent","no","married","university"
"4424",29,"self-employed - Portimão","single","university.degree","no","yes","no","cellular","jul","wed",NA,1,999,0,"nonexistent","no","not married","university"
"4425",39,"blue-collar - Esmoriz","divorced","","unknown","no","no","cellular","may","wed",NA,1,999,0,"nonexistent","no","not married","unknown"
"4426",39,"blue-collar - Loures","married","basic.9y","unknown","no","no","cellular","nov","wed",73,1,999,0,"nonexistent","no","married","high school or less"
"4427",43,"services - Gondomar","married","high.school","no","no","yes","telephone","may","tue",262,1,999,0,"nonexistent","no","married","high school or less"
"4428",34,"services - Trofa","single","high.school","no","yes","no","telephone","jul","tue",112,1,999,0,"nonexistent","no","not married","high school or less"
"4429",51,"entrepreneur - Elvas","married","professional.course","unknown","no","no","cellular","may","mon",NA,1,999,0,"nonexistent","no","married","unknown"
"4430",NA,"retired - Esmoriz","married","","no","yes","no","cellular","may","thu",189,1,6,2,"success","no","married","unknown"
"4431",36,"blue-collar - Olhão da Restauração","married","basic.9y","no","no","no","telephone","jun","thu",149,1,999,0,"nonexistent","no","married","high school or less"
"4432",32,"housemaid - Odivelas","married","professional.course","no","yes","yes","cellular","aug","tue",291,1,999,0,"nonexistent","no","married","unknown"
"4433",33,"blue-collar - Lagoa","single","basic.9y","unknown","yes","no","telephone","jun","fri",NA,1,999,0,"nonexistent","no","not married","high school or less"
"4434",49,"services - Lagoa","married","basic.6y","unknown","yes","no","telephone","may","thu",1165,1,999,0,"nonexistent","no","married","high school or less"
"4435",33,"blue-collar - Câmara de Lobos","married","basic.9y","unknown","yes","no","cellular","may","tue",NA,2,999,0,"nonexistent","no","married","high school or less"
"4436",30,"admin. - Lagoa","single","high.school","no","no","no","cellular","aug","fri",254,1,999,0,"nonexistent","no","not married","high school or less"
"4437",37,"","single","university.degree","no","yes","no","cellular","may","fri",NA,1,999,1,"failure","no","not married","university"
"4438",NA,"technician - Amadora","divorced","professional.course","no","yes","no","cellular","aug","fri",492,5,999,0,"nonexistent","no","not married","unknown"
"4439",70,"retired - Águeda","married","basic.4y","no","yes","no","cellular","oct","tue",76,2,999,0,"nonexistent","no","married","high school or less"
"4440",26,"admin. - Olhão da Restauração","married","university.degree","no","yes","yes","telephone","may","fri",13,1,999,0,"nonexistent","no","married","university"
"4441",30,"technician - Valbom","single","high.school","no","yes","no","cellular","apr","fri",NA,1,999,1,"failure","no","not married","high school or less"
"4442",38,"self-employed - Santo Tirso","married","basic.9y","no","yes","yes","cellular","may","wed",197,3,999,0,"nonexistent","no","married","high school or less"
"4443",42,"management - Gafanha da Nazaré","married","university.degree","no","yes","no","cellular","nov","mon",178,1,999,0,"nonexistent","no","married","university"
"4444",52,"entrepreneur - Tarouca","married","basic.9y","no","yes","no","cellular","nov","mon",67,1,999,0,"nonexistent","no","married","high school or less"
"4445",38,"","divorced","professional.course","no","no","no","telephone","jun","thu",128,2,999,0,"nonexistent","no","not married","unknown"
"4446",39,"housemaid - Santa Maria da Feira","","basic.9y","no","yes","yes","cellular","nov","mon",272,2,999,0,"nonexistent","no","not married","high school or less"
"4447",53,"technician - Santana","divorced","professional.course","no","no","no","cellular","aug","fri",75,1,999,0,"nonexistent","no","not married","unknown"
"4448",31,"entrepreneur - Vila Nova de Famalicão","married","","no","yes","yes","cellular","nov","wed",112,2,999,0,"nonexistent","no","married","unknown"
"4449",57,"self-employed - Oliveira do Bairro","","unknown","unknown","yes","no","telephone","jun","tue",279,1,999,0,"nonexistent","no","not married","unknown"
"4450",44,"unknown - Barreiro","single","basic.9y","unknown","yes","no","telephone","may","tue",88,1,999,0,"nonexistent","no","not married","high school or less"
"4451",30,"admin. - Seixal","married","university.degree","no","yes","no","telephone","may","tue",NA,3,999,0,"nonexistent","no","married","university"
"4452",44,"self-employed - Vila Real","divorced","professional.course","no","no","no","cellular","nov","fri",37,2,999,0,"nonexistent","no","not married","unknown"
"4453",28,"student - Anadia","single","high.school","no","yes","no","cellular","may","wed",628,1,999,0,"nonexistent","no","not married","high school or less"
"4454",50,"admin. - Tarouca","married","high.school","unknown","no","no","telephone","jun","wed",144,1,999,0,"nonexistent","no","married","high school or less"
"4455",43,"management - Valbom","","high.school","no","no","no","telephone","jun","wed",NA,10,999,0,"nonexistent","no","not married","high school or less"
"4456",51,"blue-collar - Almada","married","basic.4y","unknown","no","no","telephone","may","tue",708,2,999,0,"nonexistent","no","married","high school or less"
"4457",32,"technician - Vila Real","single","high.school","no","yes","no","cellular","may","wed",240,1,999,1,"failure","no","not married","high school or less"
"4458",56,"self-employed - Agualva-Cacém","married","university.degree","no","no","no","telephone","jun","fri",129,3,999,0,"nonexistent","no","married","university"
"4459",31,"blue-collar - Valpaços","married","basic.9y","no","no","no","cellular","jul","wed",715,1,999,0,"nonexistent","no","married","high school or less"
"4460",34,"technician - Póvoa de Santa Iria","married","professional.course","no","no","no","cellular","nov","thu",96,2,999,0,"nonexistent","no","married","unknown"
"4461",26,"student - Vila Nova de Foz Côa","single","","no","no","no","cellular","may","wed",NA,1,999,0,"nonexistent","no","not married","unknown"
"4462",27,"admin. - Évora","single","high.school","no","no","no","telephone","apr","thu",198,3,999,0,"nonexistent","no","not married","high school or less"
"4463",45,"entrepreneur - Funchal","married","university.degree","unknown","no","no","telephone","jun","fri",49,4,999,0,"nonexistent","no","married","university"
"4464",42,"services - Torres Vedras","married","high.school","no","yes","no","cellular","may","tue",NA,6,999,1,"failure","no","married","high school or less"
